95.20.35.137	tcp,192.168.1.2,21,36
192.168.1.2	tcp,85.48.98.220,0,0
192.168.1.2	tcp,79.182.112.215,0,0
80.181.179.149	tcp,192.168.1.2,34,29
80.181.179.149	tcp,192.168.1.2,0,0
46.116.212.175	tcp,192.168.1.2,23,50
192.168.1.2	tcp,46.116.212.175,0,0
79.50.98.82	tcp,192.168.1.2,25,39
93.10.96.10	tcp,192.168.1.2,29,35
93.10.96.10	tcp,192.168.1.2,0,0
79.50.98.82	tcp,192.168.1.2,0,0
123.115.253.116	tcp,192.168.1.2,0,0
151.19.2.191	tcp,192.168.1.2,1,59
79.51.248.210	tcp,192.168.1.2,30,38
79.51.248.210	tcp,192.168.1.2,0,0
95.251.36.104	tcp,192.168.1.2,0,84
83.230.183.47	tcp,192.168.1.2,33,30
95.251.36.104	tcp,192.168.1.2,0,0
83.230.183.47	tcp,192.168.1.2,0,0
79.4.173.64	tcp,192.168.1.2,26,33
79.4.173.64	tcp,192.168.1.2,0,0
201.161.26.220	tcp,192.168.1.2,25,44
192.168.1.2	tcp,201.161.26.220,0,0
2.38.249.32	tcp,192.168.1.2,25,44
192.168.1.2	tcp,2.38.249.32,0,0
222.220.97.40	tcp,192.168.1.2,23,39
222.220.97.40	tcp,192.168.1.2,0,0
113.61.144.108	tcp,192.168.1.2,27,40
192.168.1.2	tcp,113.61.144.108,0,0
89.42.231.115	tcp,192.168.1.2,1,83
151.53.30.1	tcp,192.168.1.2,29,39
89.42.231.115	tcp,192.168.1.2,0,0
89.81.134.41	tcp,192.168.1.2,25,44
192.168.1.2	tcp,89.81.134.41,0,0
192.168.1.2	tcp,151.50.182.176,83,1
192.168.1.2	tcp,151.50.182.176,0,0
88.173.69.98	tcp,192.168.1.2,31,31
93.48.232.51	tcp,192.168.1.2,33,31
88.173.69.98	tcp,192.168.1.2,0,0
93.48.232.51	tcp,192.168.1.2,0,0
81.172.117.210	tcp,192.168.1.2,29,35
192.168.1.2	tcp,86.216.100.6,77,3
125.119.174.86	tcp,192.168.1.2,28,54
80.103.105.104	tcp,192.168.1.2,31,25
80.103.105.104	tcp,192.168.1.2,0,0
95.247.211.134	tcp,192.168.1.2,25,29
192.168.1.2	tcp,95.247.211.134,0,0
151.53.252.178	tcp,192.168.1.2,30,43
151.53.252.178	tcp,192.168.1.2,0,0
117.63.177.163	tcp,192.168.1.2,31,42
192.168.1.2	tcp,117.63.177.163,0,0
92.102.118.108	tcp,192.168.1.2,29,56
192.168.1.2	tcp,92.102.118.108,0,0
192.168.1.2	tcp,125.119.174.86,66,44
192.168.1.2	tcp,95.75.228.198,65,3
86.216.100.6	tcp,192.168.1.2,0,84
86.216.100.6	tcp,192.168.1.2,0,0
85.94.184.179	tcp,192.168.1.2,21,0
192.168.1.2	tcp,85.94.184.179,0,0
113.56.82.119	tcp,192.168.1.2,43,30
79.7.223.57	tcp,192.168.1.2,26,35
79.7.223.57	tcp,192.168.1.2,0,0
77.196.143.54	tcp,192.168.1.2,22,42
192.168.1.2	tcp,77.196.143.54,0,0
192.168.1.2	tcp,123.4.244.172,0,0
189.12.68.56	tcp,192.168.1.2,22,35
192.168.1.2	tcp,189.12.68.56,0,0
218.84.107.149	tcp,192.168.1.2,0,0
114.219.35.16	tcp,192.168.1.2,19,40
192.168.1.2	tcp,114.219.35.16,0,0
201.13.217.138	tcp,192.168.1.2,1,84
192.168.1.2	tcp,201.13.217.138,0,0
192.168.1.2	tcp,114.219.35.16,0,0
116.114.186.128	tcp,192.168.1.2,32,52
218.186.226.49	tcp,192.168.1.2,29,45
87.19.113.65	tcp,192.168.1.2,33,42
192.168.1.2	tcp,87.19.113.65,0,0
213.136.137.97	tcp,192.168.1.2,30,42
192.168.1.2	tcp,213.136.137.97,0,0
192.168.1.2	tcp,218.186.226.49,0,0
187.2.100.56	tcp,192.168.1.2,24,52
192.168.1.2	tcp,187.2.100.56,0,0
151.20.68.223	tcp,192.168.1.2,19,44
192.168.1.2	tcp,151.20.68.223,0,0
77.20.108.238	tcp,192.168.1.2,23,36
192.168.1.2	tcp,77.20.108.238,0,0
78.236.96.127	tcp,192.168.1.2,26,36
78.236.96.127	tcp,192.168.1.2,0,0
67.180.244.109	tcp,192.168.1.2,22,49
192.168.1.2	tcp,67.180.244.109,0,0
81.53.154.93	tcp,192.168.1.2,37,35
81.53.154.93	tcp,192.168.1.2,0,0
86.216.100.6	tcp,192.168.1.2,31,34
192.168.1.2	tcp,86.216.100.6,0,0
83.35.59.233	tcp,192.168.1.2,28,27
83.42.83.112	tcp,192.168.1.2,33,24
83.35.59.233	tcp,192.168.1.2,0,0
83.42.83.112	tcp,192.168.1.2,0,0
192.168.1.2	tcp,114.219.35.16,0,0
90.10.161.27	tcp,192.168.1.2,34,35
90.10.161.27	tcp,192.168.1.2,0,0
88.174.193.91	tcp,192.168.1.2,34,37
88.174.193.91	tcp,192.168.1.2,0,0
151.61.228.69	tcp,192.168.1.2,22,45
192.168.1.2	tcp,151.61.228.69,0,0
109.212.247.187	tcp,192.168.1.2,22,25
109.212.247.187	tcp,192.168.1.2,0,0
93.104.131.70	tcp,192.168.1.2,1,83
192.168.1.2	tcp,93.104.131.70,0,0
95.234.109.161	tcp,192.168.1.2,37,37
95.234.109.161	tcp,192.168.1.2,0,0
79.10.8.25	tcp,192.168.1.2,32,30
93.71.27.155	tcp,192.168.1.2,29,35
93.71.27.155	tcp,192.168.1.2,0,0
79.10.8.25	tcp,192.168.1.2,0,0
113.92.43.94	tcp,192.168.1.2,31,38
192.168.1.2	tcp,113.92.43.94,0,0
192.168.1.2	tcp,114.219.35.16,0,0
77.27.22.163	tcp,192.168.1.2,34,39
77.27.22.163	tcp,192.168.1.2,0,0
89.129.230.185	tcp,192.168.1.2,25,44
192.168.1.2	tcp,89.129.230.185,0,0
149.6.118.94	tcp,192.168.1.2,31,52
192.168.1.2	tcp,149.6.118.94,0,0
81.33.205.239	tcp,192.168.1.2,30,32
81.33.205.239	tcp,192.168.1.2,0,0
79.42.142.55	tcp,192.168.1.2,29,54
192.168.1.2	tcp,79.42.142.55,0,0
82.49.16.149	tcp,192.168.1.2,29,47
192.168.1.2	tcp,82.49.16.149,0,0
93.147.71.111	tcp,192.168.1.2,29,44
192.168.1.2	tcp,93.147.71.111,0,0
78.116.12.245	tcp,192.168.1.2,25,40
192.168.1.2	tcp,78.116.12.245,0,0
93.42.198.45	tcp,192.168.1.2,23,39
192.168.1.2	tcp,93.42.198.45,0,0
89.29.238.116	tcp,192.168.1.2,37,38
89.29.238.116	tcp,192.168.1.2,0,0
83.53.27.101	tcp,192.168.1.2,25,35
192.168.1.2	tcp,83.53.27.101,0,0
61.227.126.220	tcp,192.168.1.2,30,48
192.168.1.2	tcp,61.227.126.220,0,0
79.109.167.59	tcp,192.168.1.2,37,39
79.109.167.59	tcp,192.168.1.2,0,0
212.183.163.230	tcp,192.168.1.2,26,50
192.168.1.2	tcp,212.183.163.230,0,0
84.125.129.158	tcp,192.168.1.2,22,25
192.168.1.2	tcp,84.125.129.158,0,0
189.105.22.170	tcp,192.168.1.2,27,50
192.168.1.2	tcp,189.105.22.170,0,0
200.55.36.98	tcp,192.168.1.2,31,38
212.70.205.112	tcp,192.168.1.2,24,41
151.47.87.114	tcp,192.168.1.2,28,37
201.62.139.228	tcp,192.168.1.2,34,42
212.70.205.112	tcp,192.168.1.2,0,0
112.237.231.254	udp,192.168.1.2,38,30
115.172.240.132	udp,192.168.1.2,35,96
222.103.53.47	udp,192.168.1.2,48,85
114.35.190.132	udp,192.168.1.2,66,66
192.168.1.2	udp,220.142.177.141,44,44
82.240.4.41	udp,192.168.1.2,51,96
220.136.176.219	udp,192.168.1.2,41,46
151.47.87.114	tcp,192.168.1.2,0,0
80.32.39.128	udp,192.168.1.2,27,0
192.168.1.2	udp,95.250.59.184,44,44
187.113.129.8	udp,192.168.1.2,63,58
114.82.204.194	udp,192.168.1.2,74,66
85.50.21.93	udp,192.168.1.2,48,85
212.25.116.149	udp,192.168.1.2,18,4
200.55.36.98	tcp,192.168.1.2,0,0
201.255.145.70	udp,192.168.1.2,74,66
192.168.1.2	udp,188.153.19.67,44,0
79.41.9.122	tcp,192.168.1.2,0,0
79.193.158.35	udp,192.168.1.2,43,44
89.141.20.75	udp,192.168.1.2,43,44
219.148.181.40	udp,192.168.1.2,54,30
95.63.0.71	udp,192.168.1.2,66,66
192.168.1.2	tcp,123.115.253.116,0,0
86.205.228.5	udp,192.168.1.2,65,66
95.16.190.132	udp,192.168.1.2,74,66
208.86.198.80	udp,192.168.1.2,96,19
88.191.228.66	tcp,192.168.1.2,14,0
187.13.131.101	udp,192.168.1.2,74,66
112.94.55.179	udp,192.168.1.2,35,96
94.23.220.210	udp,192.168.1.2,74,66
110.210.225.20	udp,192.168.1.2,48,85
213.213.240.204	udp,192.168.1.2,43,44
59.120.11.252	udp,192.168.1.2,45,0
200.103.34.201	tcp,192.168.1.2,23,39
77.205.169.193	udp,192.168.1.2,51,96
212.189.140.211	udp,192.168.1.2,48,90
192.168.1.2	tcp,77.228.39.131,83,1
201.95.132.125	udp,192.168.1.2,66,66
211.147.234.184	udp,192.168.1.2,32,96
95.21.7.15	udp,192.168.1.2,66,66
86.72.97.204	udp,192.168.1.2,32,6
192.168.1.2	tcp,200.103.34.201,0,0
70.138.54.67	udp,192.168.1.2,36,0
81.202.180.26	udp,192.168.1.2,66,66
221.239.132.186	udp,192.168.1.2,35,96
219.150.181.146	udp,192.168.1.2,54,30
83.60.235.53	udp,192.168.1.2,51,96
192.168.1.2	udp,110.201.225.107,28,38
218.206.243.165	udp,192.168.1.2,35,96
212.243.89.114	udp,192.168.1.2,43,44
62.97.126.90	udp,192.168.1.2,47,58
217.133.87.199	udp,192.168.1.2,66,66
82.25.189.135	udp,192.168.1.2,59,82
84.223.229.15	udp,192.168.1.2,66,66
189.224.93.198	udp,192.168.1.2,51,96
89.141.87.59	udp,192.168.1.2,40,14
66.248.176.1	udp,192.168.1.2,43,44
125.119.174.86	tcp,192.168.1.2,29,51
85.251.34.177	udp,192.168.1.2,70,66
123.233.215.168	udp,192.168.1.2,47,70
61.213.76.87	udp,192.168.1.2,74,66
79.41.38.240	udp,192.168.1.2,66,66
151.67.95.203	udp,192.168.1.2,49,90
83.41.128.106	udp,192.168.1.2,38,28
125.119.174.86	tcp,192.168.1.2,0,0
118.165.73.174	udp,192.168.1.2,48,70
87.69.82.130	udp,192.168.1.2,74,66
81.43.239.2	udp,192.168.1.2,32,6
95.224.170.24	udp,192.168.1.2,43,44
113.81.117.60	udp,192.168.1.2,43,44
192.168.1.2	tcp,82.136.192.225,66,0
87.3.196.10	tcp,192.168.1.2,26,43
85.85.150.81	udp,192.168.1.2,32,6
187.101.5.9	udp,192.168.1.2,48,85
202.206.209.218	udp,192.168.1.2,43,44
189.103.207.162	udp,192.168.1.2,74,66
222.33.237.77	udp,192.168.1.2,38,28
192.168.1.2	udp,221.11.211.155,28,38
87.235.90.209	tcp,192.168.1.2,29,35
93.146.135.138	udp,192.168.1.2,38,28
187.105.51.51	udp,192.168.1.2,51,96
122.67.5.64	udp,192.168.1.2,66,66
220.180.250.216	udp,192.168.1.2,51,96
187.79.36.150	udp,192.168.1.2,38,44
84.189.225.135	udp,192.168.1.2,48,85
87.235.90.209	tcp,192.168.1.2,0,0
83.213.108.83	udp,192.168.1.2,48,90
87.11.120.213	udp,192.168.1.2,66,66
192.168.1.1	icmp,192.168.1.2,0,0
98.111.139.90	udp,192.168.1.2,74,66
208.86.198.66	udp,192.168.1.2,2,96
60.219.179.216	udp,192.168.1.2,48,96
85.53.161.118	udp,192.168.1.2,74,66
87.3.196.10	tcp,192.168.1.2,0,0
95.247.211.134	tcp,192.168.1.2,0,6
85.53.133.185	udp,192.168.1.2,44,44
151.16.106.206	udp,192.168.1.2,74,66
60.63.169.158	udp,192.168.1.2,66,66
180.159.11.19	udp,192.168.1.2,66,66
119.98.215.16	udp,192.168.1.2,51,96
98.125.232.206	tcp,192.168.1.2,32,53
80.117.68.218	udp,192.168.1.2,63,66
109.186.122.121	udp,192.168.1.2,58,70
118.160.169.28	udp,192.168.1.2,48,90
83.18.21.98	udp,192.168.1.2,48,90
187.104.143.169	udp,192.168.1.2,66,66
27.32.188.136	udp,192.168.1.2,46,61
192.168.1.2	tcp,98.125.232.206,0,0
109.53.122.154	udp,192.168.1.2,51,96
82.225.11.116	udp,192.168.1.2,51,96
82.51.9.166	udp,192.168.1.2,50,79
112.105.104.91	udp,192.168.1.2,35,6
109.130.66.76	udp,192.168.1.2,43,44
151.20.54.163	udp,192.168.1.2,48,90
121.8.187.126	tcp,192.168.1.2,26,26
116.49.20.167	udp,192.168.1.2,32,80
192.168.1.2	udp,89.223.59.110,44,44
192.168.1.2	udp,82.51.47.238,44,44
87.194.25.24	udp,192.168.1.2,45,0
201.42.86.101	udp,192.168.1.2,51,96
49.72.73.192	tcp,192.168.1.2,21,63
60.247.70.35	tcp,192.168.1.2,21,28
208.86.198.71	udp,192.168.1.2,96,19
83.132.67.39	udp,192.168.1.2,48,93
192.168.1.2	udp,94.23.220.225,44,44
89.227.87.91	udp,192.168.1.2,43,44
125.27.109.238	udp,192.168.1.2,51,96
192.168.1.2	udp,95.236.153.62,44,0
95.251.36.104	tcp,192.168.1.2,29,35
175.184.128.165	udp,192.168.1.2,32,96
189.115.1.101	udp,192.168.1.2,44,44
192.168.1.2	udp,79.182.37.30,44,44
114.239.252.106	udp,192.168.1.2,43,44
192.168.1.2	udp,114.24.159.249,44,43
113.140.1.22	udp,192.168.1.2,35,96
84.182.75.23	udp,192.168.1.2,51,96
95.251.36.104	tcp,192.168.1.2,0,0
192.168.1.2	udp,85.211.114.130,44,44
222.212.169.75	udp,192.168.1.2,39,49
88.182.115.248	udp,192.168.1.2,51,96
115.204.29.162	udp,192.168.1.2,44,44
192.168.1.2	tcp,151.82.151.137,83,1
89.149.254.26	udp,192.168.1.2,66,66
60.247.70.35	tcp,192.168.1.2,0,0
62.42.91.121	udp,192.168.1.2,66,66
81.56.52.1	udp,192.168.1.2,35,96
177.30.68.166	udp,192.168.1.2,51,96
122.229.161.230	udp,192.168.1.2,44,44
46.25.119.29	tcp,192.168.1.2,0,0
192.168.1.2	udp,93.156.209.220,44,44
93.46.211.77	tcp,192.168.1.2,26,47
81.183.129.206	udp,192.168.1.2,60,68
68.49.224.177	udp,192.168.1.2,44,46
218.200.47.236	udp,192.168.1.2,74,66
192.168.1.2	udp,87.219.155.48,44,44
125.224.126.231	udp,192.168.1.2,44,44
88.189.106.117	udp,192.168.1.2,74,66
192.168.1.2	tcp,93.46.211.77,0,0
78.182.213.178	udp,192.168.1.2,74,66
213.57.237.212	udp,192.168.1.2,45,0
213.218.13.122	udp,192.168.1.2,60,72
189.68.169.23	udp,192.168.1.2,66,66
201.21.42.116	udp,192.168.1.2,44,44
222.172.72.90	tcp,192.168.1.2,31,45
78.124.185.101	udp,192.168.1.2,32,6
123.150.211.188	udp,192.168.1.2,51,85
93.173.34.200	tcp,192.168.1.2,0,18
187.127.122.136	udp,192.168.1.2,43,44
113.205.80.68	udp,192.168.1.2,38,28
123.123.204.70	udp,192.168.1.2,32,69
93.146.216.94	udp,192.168.1.2,44,44
222.172.72.90	tcp,192.168.1.2,0,0
178.37.57.192	udp,192.168.1.2,49,83
84.26.138.14	udp,192.168.1.2,51,96
46.25.155.72	udp,192.168.1.2,35,96
95.160.32.78	udp,192.168.1.2,51,96
212.194.53.171	udp,192.168.1.2,66,66
192.168.1.2	udp,88.219.88.173,44,44
221.221.34.133	udp,192.168.1.2,44,44
201.29.169.53	tcp,192.168.1.2,27,52
85.59.36.72	udp,192.168.1.2,62,68
87.10.128.154	udp,192.168.1.2,66,66
88.162.77.157	udp,192.168.1.2,43,44
222.183.70.65	udp,192.168.1.2,38,30
76.254.113.42	udp,192.168.1.2,66,66
186.22.4.208	udp,192.168.1.2,26,6
208.81.2.65	udp,192.168.1.2,43,44
222.172.252.164	udp,192.168.1.2,35,96
84.163.210.194	udp,192.168.1.2,47,58
192.168.1.2	tcp,218.84.107.149,0,0
192.168.1.2	tcp,201.29.169.53,0,0
220.134.212.72	udp,192.168.1.2,66,66
112.78.65.193	udp,192.168.1.2,48,85
89.152.0.116	udp,192.168.1.2,43,44
78.35.73.196	udp,192.168.1.2,43,44
87.0.96.232	udp,192.168.1.2,74,66
123.117.191.188	udp,192.168.1.2,43,44
121.8.187.126	tcp,192.168.1.2,0,0
118.233.143.79	udp,192.168.1.2,34,14
192.168.1.2	udp,93.148.245.132,44,0
189.148.61.97	udp,192.168.1.2,74,66
140.114.93.58	udp,192.168.1.2,43,44
58.245.251.27	udp,192.168.1.2,43,44
192.168.1.2	udp,92.144.148.30,44,44
95.16.7.136	tcp,192.168.1.2,26,35
60.165.209.5	udp,192.168.1.2,34,56
87.5.199.134	udp,192.168.1.2,74,66
84.222.115.107	udp,192.168.1.2,74,66
201.215.236.43	udp,192.168.1.2,74,66
46.24.155.47	udp,192.168.1.2,66,66
192.168.1.2	udp,81.249.173.165,44,0
95.16.7.136	tcp,192.168.1.2,0,0
151.40.189.104	udp,192.168.1.2,74,66
27.185.244.30	udp,192.168.1.2,44,44
219.220.27.51	udp,192.168.1.2,43,44
151.50.152.2	udp,192.168.1.2,63,66
125.33.76.154	udp,192.168.1.2,38,28
151.61.84.246	udp,192.168.1.2,48,90
81.23.53.87	udp,192.168.1.2,43,44
151.61.119.59	tcp,192.168.1.2,25,45
201.253.82.204	udp,192.168.1.2,74,66
114.149.0.248	udp,192.168.1.2,32,96
76.164.192.2	udp,192.168.1.2,66,66
125.127.158.51	udp,192.168.1.2,66,58
121.57.32.55	udp,192.168.1.2,43,44
192.168.1.2	tcp,151.61.119.59,0,0
116.224.189.209	tcp,192.168.1.2,28,43
91.116.191.119	udp,192.168.1.2,66,66
92.29.210.33	udp,192.168.1.2,27,0
79.55.120.6	udp,192.168.1.2,50,70
201.58.217.26	udp,192.168.1.2,51,96
122.68.75.25	udp,192.168.1.2,51,85
58.240.251.191	udp,192.168.1.2,54,30
218.13.162.45	udp,192.168.1.2,38,28
124.49.43.134	udp,192.168.1.2,74,66
79.181.2.128	udp,192.168.1.2,51,96
192.168.1.2	udp,83.213.183.46,48,70
222.223.26.90	udp,192.168.1.2,38,30
190.17.165.132	udp,192.168.1.2,74,66
60.16.224.46	udp,192.168.1.2,44,46
190.17.58.100	udp,192.168.1.2,74,66
189.68.209.226	udp,192.168.1.2,74,66
79.27.49.57	udp,192.168.1.2,30,0
99.232.158.84	udp,192.168.1.2,63,66
87.7.0.206	tcp,192.168.1.2,33,30
83.192.87.93	udp,192.168.1.2,66,66
89.138.41.67	udp,192.168.1.2,51,96
112.251.109.71	udp,192.168.1.2,38,28
87.12.97.163	udp,192.168.1.2,33,14
201.58.144.25	udp,192.168.1.2,43,44
89.128.26.230	tcp,192.168.1.2,20,23
95.247.19.195	udp,192.168.1.2,74,66
124.207.208.103	udp,192.168.1.2,49,81
188.153.65.89	udp,192.168.1.2,32,6
88.9.212.182	udp,192.168.1.2,51,96
123.13.17.150	udp,192.168.1.2,38,28
89.128.26.230	tcp,192.168.1.2,0,0
113.69.10.83	udp,192.168.1.2,35,96
93.71.158.41	udp,192.168.1.2,51,96
112.3.232.231	udp,192.168.1.2,32,96
81.190.115.183	udp,192.168.1.2,43,44
60.214.64.181	udp,192.168.1.2,41,96
192.168.1.2	udp,192.168.1.255,96,0
192.168.1.2	tcp,89.128.26.230,0,0
113.142.153.180	udp,192.168.1.2,54,30
95.252.122.41	udp,192.168.1.2,74,66
61.149.100.20	udp,192.168.1.2,35,96
183.216.39.56	tcp,192.168.1.2,0,0
192.168.1.2	udp,95.160.37.108,44,44
192.168.1.2	udp,193.137.102.30,44,44
90.1.203.39	tcp,192.168.1.2,21,45
114.93.47.230	udp,192.168.1.2,40,14
219.141.211.81	udp,192.168.1.2,51,85
91.121.229.81	udp,192.168.1.2,74,66
119.133.224.156	udp,192.168.1.2,44,44
88.16.4.240	udp,192.168.1.2,43,44
93.150.196.111	udp,192.168.1.2,63,66
46.117.219.135	udp,192.168.1.2,22,28
192.168.1.2	tcp,90.1.203.39,0,0
221.205.104.38	udp,192.168.1.2,51,96
84.126.178.71	udp,192.168.1.2,74,66
90.51.0.78	udp,192.168.1.2,44,0
87.30.192.214	udp,192.168.1.2,66,66
187.57.38.12	udp,192.168.1.2,39,46
190.191.153.214	udp,192.168.1.2,37,46
87.222.92.98	udp,192.168.1.2,51,96
202.206.209.218	udp,192.168.1.2,43,44
79.26.64.211	udp,192.168.1.2,74,66
187.112.52.27	udp,192.168.1.2,47,70
87.19.144.117	tcp,192.168.1.2,0,0
79.11.73.33	udp,192.168.1.2,32,6
202.98.208.186	udp,192.168.1.2,43,44
2.32.129.96	udp,192.168.1.2,43,44
124.205.48.133	udp,192.168.1.2,18,23
90.24.245.32	udp,192.168.1.2,46,64
192.168.1.2	udp,58.218.201.92,40,33
203.217.101.106	udp,192.168.1.2,44,44
213.243.194.191	udp,192.168.1.2,51,96
61.153.4.250	udp,192.168.1.2,74,66
186.18.131.204	udp,192.168.1.2,74,66
1.224.232.208	udp,192.168.1.2,38,28
79.107.69.28	udp,192.168.1.2,74,66
201.246.151.147	udp,192.168.1.2,66,66
202.120.62.58	udp,192.168.1.2,32,96
84.223.181.80	udp,192.168.1.2,74,66
81.36.28.227	udp,192.168.1.2,43,44
93.65.183.178	udp,192.168.1.2,74,66
219.136.178.180	udp,192.168.1.2,35,96
189.41.204.39	udp,192.168.1.2,74,66
90.22.210.129	udp,192.168.1.2,40,14
201.93.198.191	udp,192.168.1.2,49,87
79.183.6.170	udp,192.168.1.2,51,96
192.168.1.2	udp,93.145.10.159,44,44
200.182.173.146	udp,192.168.1.2,74,66
187.73.4.143	udp,192.168.1.2,43,44
84.168.34.119	udp,192.168.1.2,43,44
151.95.150.58	udp,192.168.1.2,58,73
221.207.32.98	udp,192.168.1.2,48,90
202.120.50.57	udp,192.168.1.2,43,44
84.127.202.59	udp,192.168.1.2,66,66
87.106.209.203	udp,192.168.1.2,45,0
189.35.138.103	udp,192.168.1.2,44,44
79.24.215.221	udp,192.168.1.2,40,14
189.102.25.116	udp,192.168.1.2,48,90
200.225.162.201	udp,192.168.1.2,38,44
123.186.68.118	udp,192.168.1.2,38,28
77.197.180.50	udp,192.168.1.2,51,96
219.85.212.252	udp,192.168.1.2,26,6
84.103.80.125	udp,192.168.1.2,74,66
218.84.107.149	tcp,192.168.1.2,8,0
187.91.180.224	tcp,192.168.1.2,0,0
151.46.73.124	udp,192.168.1.2,44,44
1.170.136.61	udp,192.168.1.2,74,66
78.15.168.251	udp,192.168.1.2,74,66
192.168.1.2	tcp,212.194.76.162,0,0
221.172.122.119	udp,192.168.1.2,51,96
192.168.1.2	udp,92.133.157.111,44,0
218.29.216.180	udp,192.168.1.2,32,69
117.95.151.157	udp,192.168.1.2,38,28
82.157.69.190	udp,192.168.1.2,44,44
81.30.22.76	udp,192.168.1.2,43,14
58.41.21.224	udp,192.168.1.2,43,44
183.31.0.145	udp,192.168.1.2,43,44
187.62.41.195	udp,192.168.1.2,51,96
192.168.1.2	udp,78.159.29.35,44,44
111.162.217.21	udp,192.168.1.2,66,58
196.217.40.217	udp,192.168.1.2,44,44
79.1.147.202	udp,192.168.1.2,43,44
113.104.250.12	udp,192.168.1.2,38,28
110.248.126.179	udp,192.168.1.2,34,14
67.85.216.193	udp,192.168.1.2,43,44
119.188.15.3	udp,192.168.1.2,44,96
218.84.107.149	tcp,192.168.1.2,72,0
220.130.229.83	udp,192.168.1.2,38,28
87.105.191.9	udp,192.168.1.2,40,49
60.221.254.200	udp,192.168.1.2,40,96
222.175.52.30	udp,192.168.1.2,38,28
125.200.144.49	udp,192.168.1.2,51,96
87.68.241.67	udp,192.168.1.2,74,66
217.201.111.234	udp,192.168.1.2,74,66
116.228.84.194	udp,192.168.1.2,51,96
189.82.149.36	udp,192.168.1.2,66,66
211.230.230.254	udp,192.168.1.2,66,66
221.239.20.184	udp,192.168.1.2,43,44
77.211.193.187	udp,192.168.1.2,48,85
113.124.7.248	udp,192.168.1.2,74,66
115.53.78.10	udp,192.168.1.2,35,69
187.72.129.21	udp,192.168.1.2,29,35
93.208.107.184	udp,192.168.1.2,51,96
86.211.142.121	udp,192.168.1.2,32,6
81.202.250.120	udp,192.168.1.2,74,66
46.117.117.138	udp,192.168.1.2,66,66
67.10.177.172	udp,192.168.1.2,51,85
87.67.22.109	udp,192.168.1.2,74,66
180.182.3.126	udp,192.168.1.2,44,44
79.184.244.73	udp,192.168.1.2,45,0
80.104.114.144	udp,192.168.1.2,32,6
81.51.237.242	udp,192.168.1.2,51,96
2.100.195.179	udp,192.168.1.2,27,0
213.44.37.32	udp,192.168.1.2,43,44
93.144.148.206	udp,192.168.1.2,51,96
192.168.1.2	udp,62.98.188.156,44,0
112.105.238.152	udp,192.168.1.2,74,66
192.168.1.2	udp,88.244.118.142,44,0
61.58.83.106	udp,192.168.1.2,2,96
209.159.145.66	udp,192.168.1.2,74,66
200.86.236.52	udp,192.168.1.2,51,85
91.66.6.184	udp,192.168.1.2,54,32
93.41.20.226	udp,192.168.1.2,74,66
109.186.107.35	udp,192.168.1.2,66,76
201.58.39.188	udp,192.168.1.2,54,69
95.61.199.189	udp,192.168.1.2,43,44
91.178.130.63	udp,192.168.1.2,51,85
128.189.73.132	udp,192.168.1.2,48,96
186.19.217.128	udp,192.168.1.2,66,58
219.128.48.133	udp,192.168.1.2,2,96
79.180.10.58	udp,192.168.1.2,51,96
213.188.161.171	udp,192.168.1.2,74,66
193.165.211.98	udp,192.168.1.2,51,96
87.8.75.110	udp,192.168.1.2,54,0
113.105.66.113	udp,192.168.1.2,63,66
192.168.1.2	udp,95.252.33.182,44,44
95.93.72.174	udp,192.168.1.2,74,66
192.168.1.2	tcp,218.186.226.49,0,0
208.64.27.162	udp,192.168.1.2,66,66
59.156.166.178	udp,192.168.1.2,43,44
118.242.32.170	udp,192.168.1.2,32,96
192.168.1.2	udp,122.127.32.102,44,44
81.62.92.78	udp,192.168.1.2,74,66
189.74.170.241	udp,192.168.1.2,74,66
80.24.83.81	udp,192.168.1.2,43,44
87.64.119.53	udp,192.168.1.2,35,6
95.18.174.7	udp,192.168.1.2,26,6
211.115.240.129	udp,192.168.1.2,22,28
77.56.71.21	udp,192.168.1.2,74,66
87.4.175.156	udp,192.168.1.2,32,6
87.7.205.102	udp,192.168.1.2,66,66
192.168.1.2	udp,183.28.50.106,44,43
180.168.88.198	udp,192.168.1.2,28,0
151.15.244.145	udp,192.168.1.2,74,66
192.168.1.2	udp,79.23.210.111,28,38
69.122.29.187	udp,192.168.1.2,48,90
210.56.223.227	udp,192.168.1.2,48,85
92.157.197.198	udp,192.168.1.2,66,66
187.89.158.38	tcp,192.168.1.2,0,0
219.81.153.55	udp,192.168.1.2,48,90
77.1.54.193	udp,192.168.1.2,43,44
85.65.85.29	udp,192.168.1.2,59,56
80.238.133.80	udp,192.168.1.2,36,0
201.27.141.109	udp,192.168.1.2,51,96
180.126.77.134	udp,192.168.1.2,32,96
84.222.107.50	udp,192.168.1.2,43,44
78.136.122.194	udp,192.168.1.2,66,66
187.113.67.51	udp,192.168.1.2,43,44
94.168.244.101	udp,192.168.1.2,45,0
83.31.192.202	udp,192.168.1.2,63,66
151.59.170.134	udp,192.168.1.2,44,44
125.69.161.12	udp,192.168.1.2,74,66
81.38.186.249	udp,192.168.1.2,50,87
82.46.10.35	udp,192.168.1.2,65,66
117.84.222.57	udp,192.168.1.2,74,66
187.3.25.170	udp,192.168.1.2,51,96
195.82.164.161	udp,192.168.1.2,43,44
60.221.254.173	udp,192.168.1.2,32,96
